genus_correct,species_epithet,taxon_authorship,latitude,longitude,section,reference,genus,comment,state,sample,lithostratigraphy,biostratigraphy,age,cm_from_kpg_lower,cm_from_kpg_upper,frequency,genus_temp_comment,section_comment,palaeolat,genus_syn,species_syn,pre,boundary,post,lat_bin,age_bin
Albertipollenites,rosalindii,,51.913611,-112.946667,Scollard,Srivastava 1994,Albertipollenites,,Alberta,2,Scollard Fm.,,Cretaceous,-600,-600,common (6-9),,,60.0344,Albertipollenites,rosalindii,TRUE,FALSE,FALSE,2,1
Albertipollenites,rosalindii,,51.913611,-112.946667,Scollard,Srivastava 1994,Albertipollenites,,Alberta,3,Scollard Fm.,,Cretaceous,-410,-410,common (6-9),,,60.0344,Albertipollenites,rosalindii,TRUE,FALSE,FALSE,2,1
Albertipollenites,rosalindii,,51.913611,-112.946667,Scollard,Srivastava 1994,Albertipollenites,,Alberta,4,Scollard Fm.,,Cretaceous,-284,-284,common (6-9),,,60.0344,Albertipollenites,rosalindii,TRUE,FALSE,FALSE,2,1
Albertipollenites,rosalindii,,51.913611,-112.946667,Scollard,Srivastava 1994,Albertipollenites,,Alberta,A,Scollard Fm.,,Cretaceous,-947,-947,common (6-9),,,60.0344,Albertipollenites,rosalindii,TRUE,FALSE,FALSE,2,1
Albertipollenites,rosalindii,,51.913611,-112.946667,Scollard,Srivastava 1994,Albertipollenites,,Alberta,B,Scollard Fm.,,Cretaceous,-1358,-1358,some (3-5),,,60.0344,Albertipollenites,rosalindii,TRUE,FALSE,FALSE,2,1
Albertipollenites,rosalindii,,51.913611,-112.946667,Scollard,Srivastava 1994,Albertipollenites,,Alberta,C,Scollard Fm.,,Cretaceous,-1768,-1768,common (6-9),,,60.0344,Albertipollenites,rosalindii,TRUE,FALSE,FALSE,2,1
Albertipollenites,rosalindii,,51.913611,-112.946667,Scollard,Srivastava 1994,Albertipollenites,,Alberta,D,Scollard Fm.,,Cretaceous,-2022,-2022,some (3-5),,,60.0344,Albertipollenites,rosalindii,TRUE,FALSE,FALSE,2,1
Albertipollenites,rosalindii,,51.913611,-112.946667,Scollard,Srivastava 1994,Albertipollenites,,Alberta,E,Scollard Fm.,,Cretaceous,-2289,-2289,some (3-5),,,60.0344,Albertipollenites,rosalindii,TRUE,FALSE,FALSE,2,1
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,2,Scollard Fm.,,Cretaceous,-600,-600,rare (1-2),,,60.0344,Alnipollenites,finitimus,TRUE,FALSE,FALSE,2,1
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,3,Scollard Fm.,,Cretaceous,-410,-410,rare (1-2),,,60.0344,Alnipollenites,finitimus,TRUE,FALSE,FALSE,2,1
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,4,Scollard Fm.,,Cretaceous,-284,-284,rare (1-2),,,60.0344,Alnipollenites,finitimus,TRUE,FALSE,FALSE,2,1
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,A,Scollard Fm.,,Cretaceous,-947,-947,rare (1-2),,,60.0344,Alnipollenites,finitimus,TRUE,FALSE,FALSE,2,1
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,B,Scollard Fm.,,Cretaceous,-1358,-1358,rare (1-2),,,60.0344,Alnipollenites,finitimus,TRUE,FALSE,FALSE,2,1
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,C,Scollard Fm.,,Cretaceous,-1768,-1768,rare (1-2),,,60.0344,Alnipollenites,finitimus,TRUE,FALSE,FALSE,2,1
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,D,Scollard Fm.,,Cretaceous,-2022,-2022,rare (1-2),,,60.0344,Alnipollenites,finitimus,TRUE,FALSE,FALSE,2,1
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,E,Scollard Fm.,,Cretaceous,-2289,-2289,rare (1-2),,,60.0344,Alnipollenites,finitimus,TRUE,FALSE,FALSE,2,1
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,5,"Scollard Fm., High Ir layer",,Tertiary,0,0,some (3-5),,,60.0344,Alnipollenites,finitimus,FALSE,FALSE,TRUE,2,3
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,6,Scollard Fm.,,Tertiary,95,95,common (6-9),,,60.0344,Alnipollenites,finitimus,FALSE,FALSE,TRUE,2,3
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,7,Scollard Fm.,,Tertiary,348,348,abundant (10+),,,60.0344,Alnipollenites,finitimus,FALSE,FALSE,TRUE,2,3
Alnipollenites,finitimus,,51.913611,-112.946667,Scollard,Srivastava 1994,Alnipollenites,,Alberta,8,Scollard Fm.,,Tertiary,569,569,abundant (10+),,,60.0344,Alnipollenites,finitimus,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,123.4,"Pierre Fm., Coulter Mb.","W. spinata Zone, P. porosus / A. notabile Subzone",Early/late Maastrichtian,-3390,-3390,x,,,54.0054,Alnipollenites,trina,TRUE,FALSE,FALSE,2,1
Alnipollenites,trina,(Stanley) Norton 1969,49.621389,-112.353333,Elkwater Core Hole GSC 12-4-8-3 W4,Braman and Sweet 1999,Alnipollenites,,Alberta,39.5–39.55,Ravenscrag Fm.,M. wyomingensis Zone,Early Paleocene,7683,7688,x,,,57.8005,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.621389,-112.353333,Elkwater Core Hole GSC 12-4-8-3 W4,Braman and Sweet 1999,Alnipollenites,,Alberta,73.0–73.3,Ravenscrag Fm.,M. wyomingensis Zone,Early Paleocene,4308,4338,x,,,57.8005,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.621389,-112.353333,Elkwater Core Hole GSC 12-4-8-3 W4,Braman and Sweet 1999,Alnipollenites,,Alberta,77.6–77.7,Ravenscrag Fm.,W. fimbriata Zone,Early Paleocene,3868,3878,x,,,57.8005,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.621389,-112.353333,Elkwater Core Hole GSC 12-4-8-3 W4,Braman and Sweet 1999,Alnipollenites,,Alberta,89.98–90.05,Ravenscrag Fm.,W. fimbriata Zone,Early Paleocene,2633,2640,x,,,57.8005,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.621389,-112.353333,Elkwater Core Hole GSC 12-4-8-3 W4,Braman and Sweet 1999,Alnipollenites,,Alberta,99.83–99.88,Ravenscrag Fm.,W. fimbriata Zone,Early Paleocene,1650,1655,x,,,57.8005,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Jarzenipollenites,trinus,(Stanley 1965) Kedves 1980,46.378611,-103.9475,Pretty Butte,Nichols and Johnson 2002,Jarzenipollenites,,North Dakota,D7656-B,Fort Union Fm.,,Tertiary,420,420,x,,only angiosperms,52.5416,Alnipollenites,trina,FALSE,FALSE,TRUE,1,3
Jarzenipollenites,trinus,(Stanley 1965) Kedves 1980,46.378611,-103.9475,Pretty Butte,Nichols and Johnson 2002,Jarzenipollenites,,North Dakota,D7656-D,Fort Union Fm.,,Tertiary,1900,1900,x,,only angiosperms,52.5416,Alnipollenites,trina,FALSE,FALSE,TRUE,1,3
Jarzenipollenites,trinus,(Stanley 1965) Kedves 1980,46.378611,-103.9475,Pretty Butte,Nichols and Johnson 2002,Jarzenipollenites,,North Dakota,D7656-H,Fort Union Fm.,,Tertiary,3320,3320,x,,only angiosperms,52.5416,Alnipollenites,trina,FALSE,FALSE,TRUE,1,3
Jarzenipollenites,trinus,(Stanley 1965) Kedves 1980,46.378611,-103.9475,Pretty Butte,Nichols and Johnson 2002,Jarzenipollenites,,North Dakota,D7656-I,Fort Union Fm.,,Tertiary,3340,3340,x,,only angiosperms,52.5416,Alnipollenites,trina,FALSE,FALSE,TRUE,1,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,40,"Turtle Mountain Fm., Goodlands Mb.",Tricolporopollenites kruschii,Early Paleocene,4950,4950,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,31.15–31.2,"Turtle Mountain Fm., Peace Garden Mb.",Tricolporopollenites kruschii,Early Paleocene,5830,5835,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,31.56–31.6,"Turtle Mountain Fm., Peace Garden Mb.",Tricolporopollenites kruschii,Early Paleocene,5790,5794,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,35.1–35.2,"Turtle Mountain Fm., Peace Garden Mb.",Tricolporopollenites kruschii,Early Paleocene,5430,5440,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,37.85–37.87,"Turtle Mountain Fm., Goodlands Mb.",Tricolporopollenites kruschii,Early Paleocene,5163,5165,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,38.5,"Turtle Mountain Fm., Goodlands Mb.",Tricolporopollenites kruschii,Early Paleocene,5100,5100,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,39.5–39.52,"Turtle Mountain Fm., Goodlands Mb.",Tricolporopollenites kruschii,Early Paleocene,4998,5000,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,42.55,"Turtle Mountain Fm., Goodlands Mb.",Tricolporopollenites kruschii,Early Paleocene,4695,4695,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,44.75–44.8,"Turtle Mountain Fm., Goodlands Mb.",Tricolporopollenites kruschii,Early Paleocene,4470,4475,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,60.48–60.5,"Turtle Mountain Fm., Goodlands Mb.",Tricolporopollenites kruschii,Early Paleocene,2900,2902,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,74.3–74.7,"Turtle Mountain Fm., Goodlands Mb.",Tricolporopollenites kruschii,Early Paleocene,1480,1520,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,74.7–75.1,"Turtle Mountain Fm., Goodlands Mb.",Tricolporopollenites kruschii,Early Paleocene,1440,1480,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,79.8–79.95,"Turtle Mountain Fm., Goodlands Mb.",W. fimbriata,Early Paleocene,955,970,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.043333,-100.531944,Turtle Mountain Core Hole CCDP 13-17-1-23 W1,Braman and Sweet 1999,Alnipollenites,,Manitoba,88.2,"Turtle Mountain Fm., Goodlands Mb.",W. fimbriata,Early Paleocene,130,130,x,,,54.0054,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,103.4–104.1,Ravenscrag Fm.,W. fimbriata Zone,Early Paleocene,1630,1700,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,104.3–104.5,Ravenscrag Fm.,W. fimbriata Zone,Early Paleocene,1590,1610,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,120.2–120.4,Ravenscrag Fm.,"W. spinata Zone, A. reticulatus Subzone",Early Paleocene,0,20,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,34.4–34.45,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,8595,8600,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,37.8–38.05,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,8235,8260,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,38.4–38.7,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,8170,8200,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,40.8–41.1,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,7930,7960,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,44.8–44.85,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,7555,7560,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,45–46.52,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,7388,7540,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,61–61.05,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,5935,5940,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,61.45–61.5,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,5890,5895,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,66.4–67.4,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,5300,5400,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,67.5–67.57,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,5283,5290,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,70.35–70.4,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,5000,5005,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,87.9–88.5,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,3190,3250,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Alnipollenites,trina,(Stanley) Norton 1969,49.0875,-106.270833,Wood Mountain Core Hole CCDP 13-31-1-2 W3,Braman and Sweet 1999,Alnipollenites,,Saskatchewan,88.5–89.3,Ravenscrag Fm.,Tricolporopollenites kruschii Zone,Early Paleocene,3110,3190,x,,,55.6528,Alnipollenites,trina,FALSE,FALSE,TRUE,2,3
Anacolosidites,rotundus,Stanley 1965,46.349167,-103.896667,River Section,Nichols and Johnson 2002,Anacolosidites,,North Dakota,"D7138-A, -B, -C",Hell Creek Fm.,,Cretaceous,-2619.5,-2600.5,x,,only angiosperms,52.4999,Anacolosidites,rotundus,TRUE,FALSE,FALSE,1,1
Anacolosidites,rotundus,Stanley 1965,46.149722,-103.810278,Sunset Butte,Nichols 2002,Anacolosidites,,North Dakota,D7014-B,Hell Creek Fm.,,Cretaceous,-9650,-9650,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Anacolosidites,rotundus,TRUE,FALSE,FALSE,1,1
Anacolosidites,rotundus,Stanley 1965,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Anacolosidites,,North Dakota,D7014-B,Hell Creek Fm.,,Cretaceous,-9740,-9740,x,,only angiosperms,52.2935,Anacolosidites,rotundus,TRUE,FALSE,FALSE,1,1
Anacolosidites,rotundus,Stanley 1965,46.149722,-103.810278,Sunset Butte,Nichols 2002,Anacolosidites,,North Dakota,D7016-A,Hell Creek Fm.,,Cretaceous,-7700,-7700,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Anacolosidites,rotundus,TRUE,FALSE,FALSE,1,1
Anacolosidites,rotundus,Stanley 1965,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Anacolosidites,,North Dakota,D7016-A,Hell Creek Fm.,,Cretaceous,-7670,-7670,x,,only angiosperms,52.2935,Anacolosidites,rotundus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,amicus,"Srivastava, 1968",53.044444,-116.711111,"Coal Valley strip mine, G.S.C. corehole CV-42-2-2",Jerzykiewicz and Sweet 1986,Aquilapollenites,,Alberta,5,Coalspur Fm.,,Maastrichtian,-221,-194,>5,,,62.0587,Aquilapollenites,amicus,TRUE,FALSE,FALSE,2,1
Aquilapollenites,amicus,,64.878333,-125.245556,Police Island,Sweet et al. 1990,Aquilapollenites,,Northwest Territories,10,,,Maastrichtian,-40,-40,1–2,,,74.3621,Aquilapollenites,amicus,TRUE,FALSE,FALSE,2,1
Aquilapollenites,amicus,,64.878333,-125.245556,Police Island,Sweet et al. 1990,Aquilapollenites,,Northwest Territories,23,,,Maastrichtian,-1700,-1700,1–2,,,74.3621,Aquilapollenites,amicus,TRUE,FALSE,FALSE,2,1
Aquilapollenites,amicus,,64.878333,-125.245556,Police Island,Sweet et al. 1990,Aquilapollenites,,Northwest Territories,24,,,Maastrichtian,-1800,-1800,1–2,,,74.3621,Aquilapollenites,amicus,TRUE,FALSE,FALSE,2,1
Aquilapollenites,amicus,,64.878333,-125.245556,Police Island,Sweet et al. 1990,Aquilapollenites,,Northwest Territories,25,,,Maastrichtian,-2060,-2060,1–2,,,74.3621,Aquilapollenites,amicus,TRUE,FALSE,FALSE,2,1
Aquilapollenites,amicus,,64.878333,-125.245556,Police Island,Sweet et al. 1990,Aquilapollenites,,Northwest Territories,26,,,Maastrichtian,-2120,-2120,1–2,,,74.3621,Aquilapollenites,amicus,TRUE,FALSE,FALSE,2,1
Aquilapollenites,attenuatus,,46.344806,-103.875917,#156,Bercovici et al. 2009,Aquilapollenites,,North Dakota,156FU2 presence,Fort Union Fm.,,Cretaceous,-5,-5,x,,coordinates approximated,52.4904,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.321556,-103.853611,#166,Bercovici et al. 2009,Aquilapollenites,,North Dakota,166HC5,Hell Creek Fm.,,Cretaceous,-249,-249,3,,coordinates approximated,52.4633,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.321556,-103.853611,#168,Bercovici et al. 2009,Aquilapollenites,,North Dakota,168HC10,Hell Creek Fm.,,Cretaceous,-484,-484,2,,coordinates approximated,52.4633,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.321556,-103.853611,#168,Bercovici et al. 2009,Aquilapollenites,,North Dakota,168HC11,Hell Creek Fm.,,Cretaceous,-420,-420,9,,coordinates approximated,52.4633,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.321556,-103.853611,#168,Bercovici et al. 2009,Aquilapollenites,,North Dakota,168HC13,Hell Creek Fm.,,Cretaceous,-330,-330,6,,coordinates approximated,52.4633,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.321556,-103.853611,#168,Bercovici et al. 2009,Aquilapollenites,,North Dakota,168HC15,Hell Creek Fm.,,Cretaceous,-116,-116,2,,coordinates approximated,52.4633,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Aquilapollenites,,North Dakota,170HC4,Hell Creek Fm.,,Cretaceous,-151,-151,5,,coordinates approximated,52.4904,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Aquilapollenites,,North Dakota,170HC4 presence,Hell Creek Fm.,,Cretaceous,-151,-151,x,,coordinates approximated,52.4904,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Aquilapollenites,,North Dakota,170HC5,Hell Creek Fm.,,Cretaceous,-182,-182,2,,coordinates approximated,52.4904,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Aquilapollenites,,North Dakota,170HC5 presence,Hell Creek Fm.,,Cretaceous,-182,-182,x,,coordinates approximated,52.4904,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.025833,-103.875,#171,Bercovici et al. 2009,Aquilapollenites,,North Dakota,171HC5,Hell Creek Fm.,,Cretaceous,-139,-139,1,,coordinates from Mud Buttes,52.198,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.025833,-103.875,#171,Bercovici et al. 2009,Aquilapollenites,,North Dakota,171HC7,Hell Creek Fm.,,Cretaceous,-286,-286,1,,coordinates from Mud Buttes,52.198,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,,46.025833,-103.875,#171,Bercovici et al. 2009,Aquilapollenites,,North Dakota,171HC9,Hell Creek Fm.,,Cretaceous,-406,-406,1,,coordinates from Mud Buttes,52.198,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,Funkhouser 1961,46.44,-104.002778,Badland Draw,Nichols and Johnson 2002,Aquillapollenites,,North Dakota,D7670-A,Hell Creek Fm.,,Cretaceous,-157.5,-157.5,x,,only angiosperms,52.6127,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,1,1
Aquilapollenites,attenuatus,"Funkhouser, 1961",53.044444,-116.711111,"Coal Valley strip mine, G.S.C. corehole CV-42-2-2",Jerzykiewicz and Sweet 1986,Aquilapollenites,,Alberta,5,Coalspur Fm.,,Maastrichtian,-221,-194,3–5,,,62.0587,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,2,1
Aquilapollenites,attenuatus,Funkhouser 1961,49.621389,-112.353333,Elkwater Core Hole GSC 12-4-8-3 W4,Braman and Sweet 1999,Aquilapollenites,,Alberta,123.2–123.3,Frenchman Fm.,"W. spinata Zone, M./A. Subzone",Late Maastrichtian,-692,-682,x,,,57.8005,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,2,1
Aquilapollenites,attenuatus,Funkhouser 1961,49.621389,-112.353333,Elkwater Core Hole GSC 12-4-8-3 W4,Braman and Sweet 1999,Aquilapollenites,,Alberta,154.7–154.8,Whitemud Fm.,"S. trapaformis Zone, M. gibbus Subzone",Early Maastrichtian,-3842,-3832,x,,,57.8005,Aquilapollenites,attenuatus,TRUE,FALSE,FALSE,2,1
