genus_correct,species_epithet,taxon_authorship,latitude,longitude,section,reference,genus,comment,state,sample,lithostratigraphy,biostratigraphy,age,cm_from_kpg_lower,cm_from_kpg_upper,frequency,genus_temp_comment,section_comment,palaeolat,genus_syn,species_syn,pre,boundary,post,lat_bin,age_bin
Dyadonapites,reticulatus,Tschudy 1973,46.4175,-103.975833,Pyramid Butte,Nichols and Johnson 2002,Dyadonapites,,North Dakota,D6998-P,Fort Union Fm.,,Tertiary,64,74,x,,only angiosperms,52.5841,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Dyadonapites,reticulatus,Tschudy 1973,46.45,-104.024167,Scorpion Stung Kristian,Nichols and Johnson 2002,Dyadonapites,,North Dakota,D9162-E,Fort Union Fm.,,Tertiary,4,9,x,,,52.6277,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Dyadonapites,reticulatus,Tschudy 1973,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Dyadonapites,,North Dakota,D7018-G - J,Fort Union Fm.,,Tertiary,930,1030,x,,only angiosperms,52.2935,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Dyadonapites,reticulatus,Tschudy 1973,46.149722,-103.810278,Sunset Butte,Nichols 2002,Dyadonapites,,North Dakota,D7018-G – J,Fort Union Fm.,,Tertiary,950,1050,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Dyadonapites,reticulatus,Tschudy 1973,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Dyadonapites,,North Dakota,D9004-D,Fort Union Fm.,,Tertiary,230,230,x,,only angiosperms,52.2935,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Dyadonapites,reticulatus,Tschudy 1973,46.149722,-103.810278,Sunset Patch,Nichols 2002,Dyadonapites,,North Dakota,D9004-D,Fort Union Fm.,,Tertiary,250,250,x,,coordinates from Sunset Butte,52.2935,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Dyadonapites,reticulatus,,43.964167,-106.333611,Sussex,Nichols et al. 1992,Dyadonapites,,Wyoming,D7299–O,"Fort Union Fm., Tullock Mb.",,Tertiary,28,28,x,,,50.9762,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Dyadonapites,reticulatus,,43.964167,-106.333611,Sussex,Nichols et al. 1992,Dyadonapites,,Wyoming,D7299–P,"Fort Union Fm., Tullock Mb.",,Tertiary,33,33,x,,,50.9762,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Dyadonapites,reticulatus,,43.964167,-106.333611,Sussex USGS D7299,Bercovici et al. 2012,Dyadonapites,,Wyoming,D7299-O,"Fort Union Fm., Tullock Mb.",,Paleogene,22,22,x,,After Nichols et al. 1992,50.9762,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Dyadonapites,reticulatus,,43.964167,-106.333611,Sussex USGS D7299,Bercovici et al. 2012,Dyadonapites,,Wyoming,D7299-P,"Fort Union Fm., Tullock Mb.",,Paleogene,29,29,x,,After Nichols et al. 1992,50.9762,Dyadonapites,reticulatus,FALSE,FALSE,TRUE,1,3
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#156,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,156FU1 presence,Fort Union Fm.,,Cretaceous,-23,-23,x,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.321556,-103.853611,#166,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,166HC1,Hell Creek Fm.,,Cretaceous,-74,-74,1,,coordinates approximated,52.4633,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.321556,-103.853611,#166,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,166HC5,Hell Creek Fm.,,Cretaceous,-249,-249,1,,coordinates approximated,52.4633,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.321556,-103.853611,#168,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,168HC10,Hell Creek Fm.,,Cretaceous,-484,-484,4,,coordinates approximated,52.4633,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.321556,-103.853611,#168,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,168HC13,Hell Creek Fm.,,Cretaceous,-330,-330,2,,coordinates approximated,52.4633,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.321556,-103.853611,#168,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,168HC15,Hell Creek Fm.,,Cretaceous,-116,-116,1,,coordinates approximated,52.4633,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,170HC1,Hell Creek Fm.,,Cretaceous,-61,-61,2,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,170HC1 presence,Hell Creek Fm.,,Cretaceous,-61,-61,x,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,170HC2,Hell Creek Fm.,,Cretaceous,-77,-77,1,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,170HC2 presence,Hell Creek Fm.,,Cretaceous,-77,-77,x,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,170HC3 presence,Hell Creek Fm.,,Cretaceous,-100,-100,x,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,170HC5,Hell Creek Fm.,,Cretaceous,-182,-182,1,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,170HC5 presence,Hell Creek Fm.,,Cretaceous,-182,-182,x,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,170HC6,Hell Creek Fm.,,Cretaceous,-495,-495,1,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.344806,-103.875917,#170,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,170HC6 presence,Hell Creek Fm.,,Cretaceous,-495,-495,x,,coordinates approximated,52.4904,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.025833,-103.875,#171,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,171HC2,Hell Creek Fm.,,Cretaceous,-17,-17,4,,coordinates from Mud Buttes,52.198,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.025833,-103.875,#171,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,171HC4,Hell Creek Fm.,,Cretaceous,-72,-72,1,,coordinates from Mud Buttes,52.198,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.025833,-103.875,#171,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,171HC5,Hell Creek Fm.,,Cretaceous,-139,-139,1,,coordinates from Mud Buttes,52.198,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,,46.025833,-103.875,#171,Bercovici et al. 2009,Erdtmanipollis,,North Dakota,171HC7,Hell Creek Fm.,,Cretaceous,-286,-286,5,,coordinates from Mud Buttes,52.198,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.44,-104.002778,Badland Draw,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7670-A,Hell Creek Fm.,,Cretaceous,-157.5,-157.5,x,,only angiosperms,52.6127,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D8226-B,Hell Creek Fm.,,Cretaceous,-101,-96,x,,,52.5571,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D8226-C,Fort Union Fm.,,Cretaceous,-96,-91,x,,,52.5571,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,"D8226-D, -E",Fort Union Fm.,,Cretaceous,-91,-81,x,,,52.5571,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,"D8226-J, -K",Fort Union Fm.,,Cretaceous,-61,-51,x,,,52.5571,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,"D8226-L, -M",Fort Union Fm.,,Cretaceous,-51,-41,x,,,52.5571,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.391667,-103.961111,Big Boundary,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,"D8226-N, -O",Fort Union Fm.,,Cretaceous,-41,-34,x,,,52.5571,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D6956-E,Fort Union Fm.,,Cretaceous,-70,-65,x,,only angiosperms,52.4455,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D6956-F,Fort Union Fm.,,Cretaceous,-60,-55,x,,only angiosperms,52.4455,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D6956-G,Fort Union Fm.,,Cretaceous,-45,-40,x,,only angiosperms,52.4455,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D6956-H,Fort Union Fm.,,Cretaceous,-35,-30,x,,only angiosperms,52.4455,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7103-A,Hell Creek Fm.,,Cretaceous,-80,-78,x,,only angiosperms,52.4455,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7103-B,Fort Union Fm.,,Cretaceous,-49,-45,x,,only angiosperms,52.4455,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7103-G,Fort Union Fm.,,Cretaceous,-23,-20,x,,only angiosperms,52.4455,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.295,-103.879444,Bobcat Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7103-L,Fort Union Fm.,,Cretaceous,-7,-5,x,,only angiosperms,52.4455,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.460278,-104.002222,Cannonball Creek,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9165-A,Fort Union Fm.,,Cretaceous,-144.5,-139.5,x,,only angiosperms,52.6307,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.460278,-104.002222,Cannonball Creek,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9165-C,Fort Union Fm.,,Cretaceous,-79.5,-69.5,x,,only angiosperms,52.6307,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9009-D,Fort Union Fm.,,Cretaceous,-214,-212,x,,only angiosperms,52.6327,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9089-B,Fort Union Fm.,,Cretaceous,-44,-38,x,,only angiosperms,52.6327,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9092-B,Fort Union Fm.,,Cretaceous,-194,-193,x,,only angiosperms,52.6327,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9092-C,Fort Union Fm.,,Cretaceous,-191,-190,x,,only angiosperms,52.6327,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.460833,-104.005833,Dean’s High Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9092-D,Fort Union Fm.,,Cretaceous,-34,-28,x,,only angiosperms,52.6327,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.025833,-103.875,Mud Buttes,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7672-BB,Hell Creek Fm.,,Cretaceous,-10,-8,x,,only angiosperms,52.198,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.378611,-103.9475,Pretty Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7788-CC,Fort Union Fm.,,Cretaceous,-26,-26,x,,only angiosperms,52.5416,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.378611,-103.9475,Pretty Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7788-FF,Hell Creek Fm.,,Cretaceous,-2680,-2680,x,,only angiosperms,52.5416,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.378611,-103.9475,Pretty Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9094-A,Hell Creek Fm.,,Cretaceous,-2410,-2410,x,,only angiosperms,52.5416,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.384444,-103.951667,Pretty Butte North,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,"D8025-B, -C",Hell Creek Fm.,,Cretaceous,-263.5,-253.5,x,,,52.5472,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.384444,-103.951667,Pretty Butte North,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,"D8025-I, -J",Fort Union Fm.,,Cretaceous,-188.5,-178.5,x,,,52.5472,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.4175,-103.975833,Pyramid Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D6958-B,Fort Union Fm.,,Cretaceous,-86,-76,x,,only angiosperms,52.5841,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.4175,-103.975833,Pyramid Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D6958-C,Fort Union Fm.,,Cretaceous,-36,-26,x,,only angiosperms,52.5841,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.4175,-103.975833,Pyramid Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D6958-E,Fort Union Fm.,,Cretaceous,-16,-6,x,,only angiosperms,52.5841,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.4175,-103.975833,Pyramid Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D6958-F,Fort Union Fm.,,Cretaceous,-6,-96,x,,only angiosperms,52.5841,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.349167,-103.896667,River Section,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,"D7138-A, -B, -C",Hell Creek Fm.,,Cretaceous,-2619.5,-2600.5,x,,only angiosperms,52.4999,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.349167,-103.896667,River Section,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,"D7138-E, -F",Hell Creek Fm. / Fort Union Fm.,,Cretaceous,-264.5,-254.5,x,,only angiosperms,52.4999,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols 2002,Erdtmanipollis,,North Dakota,D7016-A,Hell Creek Fm.,,Cretaceous,-7700,-7700,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7016-A,Hell Creek Fm.,,Cretaceous,-7670,-7670,x,,only angiosperms,52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols 2002,Erdtmanipollis,,North Dakota,D7016-B,Hell Creek Fm.,,Cretaceous,-5700,-5700,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7016-B,Hell Creek Fm.,,Cretaceous,-5965,-5965,x,,only angiosperms,52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols 2002,Erdtmanipollis,,North Dakota,D7017-A,Hell Creek Fm.,,Cretaceous,-3950,-3950,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7017-A,Hell Creek Fm.,,Cretaceous,-4033,-4033,x,,only angiosperms,52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols 2002,Erdtmanipollis,,North Dakota,D7018-A,Hell Creek Fm.,,Cretaceous,-2200,-2200,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7018-A,Hell Creek Fm.,,Cretaceous,-2170,-2170,x,,only angiosperms,52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols 2002,Erdtmanipollis,,North Dakota,D7018-B,Hell Creek Fm.,,Cretaceous,-1700,-1700,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7018-B,Hell Creek Fm.,,Cretaceous,-1752,-1752,x,,only angiosperms,52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols 2002,Erdtmanipollis,,North Dakota,D7018-D,Hell Creek Fm.,,Cretaceous,-200,-300,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D7018-D,Hell Creek Fm.,,Cretaceous,-250,-306,x,,only angiosperms,52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9002-B,Hell Creek Fm.,,Cretaceous,-570,-570,x,,only angiosperms,52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols 2002,Erdtmanipollis,,North Dakota,D9003-A,Hell Creek Fm.,,Cretaceous,-8900,-8900,x,,"same section as in Nichols and Johnson 2002, but all groups",52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Butte,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9003-A,Hell Creek Fm.,,Cretaceous,-8943,-8943,x,,only angiosperms,52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.149722,-103.810278,Sunset Patch,Nichols 2002,Erdtmanipollis,,North Dakota,D9002-B,Hell Creek Fm.,,Cretaceous,-550,-550,x,,coordinates from Sunset Butte,52.2935,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.466944,-104.007778,Terry’s Fort Union Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9090-C,Fort Union Fm.,,Cretaceous,-240.5,-235.5,x,,only angiosperms,52.6388,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.466944,-104.007778,Terry’s Fort Union Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9090-D,Fort Union Fm.,,Cretaceous,-217.5,-212.5,x,,only angiosperms,52.6388,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.466944,-104.007778,Terry’s Fort Union Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9090-E,Fort Union Fm.,,Cretaceous,-185.5,-180.5,x,,only angiosperms,52.6388,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.466944,-104.007778,Terry’s Fort Union Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9090-F,Fort Union Fm.,,Cretaceous,-172.5,-169.5,x,,only angiosperms,52.6388,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
Erdtmanipollis,cretaceus,(Stanley 1965) Norton in Norton and Hall 1969,46.466944,-104.007778,Terry’s Fort Union Dinosaur,Nichols and Johnson 2002,Erdtmanipollis,,North Dakota,D9090-H,Fort Union Fm.,,Cretaceous,-148.5,-146.5,x,,only angiosperms,52.6388,Erdtmanipollis,cretaceus,TRUE,FALSE,FALSE,1,1
